ISIN, COUPONRATE ,COUPONDATE,MATURITYDATE,ISSUEDATE, ACCRUED , PRICE ,TODAY
FR0108197569, 0.02750 ,1203,12032008,08112005, 2.4720 , 99.8700 ,01022008
FR0000570632, 0.05250 ,2504,25042008,08011998, 4.1168 , 100.2100 ,
FR0105760112, 0.03000 ,1207,12072008,23062003, 1.6967 , 99.6000 ,
FR0109136137, 0.03500 ,1209,12092008,19072006, 1.3866 , 99.8100 ,
FR0000570665, 0.08500 ,2510,25102008,25101991, 2.4153 , 103.1900 ,
FR0106589437, 0.03500 ,1201,12012009,12012004, 0.2199 , 99.8273 ,
FR0000571432, 0.04000 ,2504,25042009,08101998, 3.1366 , 100.4575 ,
FR0106841887, 0.03500 ,1207,12072009,17062004, 1.9795 , 99.9122 ,
FR0110979178, 0.04000 ,1209,12092009,10042007, 1.5847 , 100.7473 ,
FR0000186199, 0.04000 ,2510,25102009,12051999, 1.1366 , 100.8363 ,
FR0107369672, 0.03000 ,1201,12012010,12012004, 0.1885 , 99.1661 ,
FR0000186603, 0.05500 ,2504,25042010,03022000, 4.3128 , 104.2731 ,
FR0107674006, 0.02500 ,1207,12072010,13062005, 1.4139 , 97.7878 ,
FR0000187023, 0.05500 ,2510,25102010,12092000, 1.5628 , 105.1241 ,
FR0108354806, 0.03000 ,1201,12012011,12012006, 0.1885 , 98.6465 ,
FR0000570731, 0.06500 ,2504,25042011,22011996, 5.0970 , 108.8321 
FR0108847049, 0.03500 ,1207,12072011,12072005, 1.9795 , 99.9138 
FR0000187874, 0.05000 ,2510,25102011,11092001, 1.4208 , 104.8862 
FR0109970386, 0.03750 ,1201,12012012,12012007, 0.2357 , 100.6383 
FR0000188328, 0.05000 ,2504,25042012,14022002, 3.9208 , 105.3879 
FR0110979186, 0.04500 ,1207,12072012,08062007, 2.5451 , 103.6141 
FR0000188690, 0.04750 ,2510,25102012,05092002, 1.3497 , 104.7505 
FR0000570780, 0.08500 ,2612,26122012,26011987, 0.9754 , 121.4608 
FR0000188989, 0.04000 ,2504,25042013,11032003, 3.1366 , 101.5577 
FR0010011130, 0.04000 ,2510,25102013,13082003, 1.1366 , 101.5683 
FR0010061242, 0.04000 ,2504,25042014,25042003, 3.1366 , 101.4799 
FR0010112052, 0.04000 ,2510,25102014,09022004, 1.1366 , 101.3283 
FR0010163543, 0.03500 ,2504,25042015,03022005, 2.7445 , 97.9813 
FR0010216481, 0.03000 ,2510,25102015,12072005, 0.8525 , 94.3751 
FR0010288357, 0.03250 ,2504,25042016,06022006, 2.5485 , 95.3863 
FR0000187361, 0.05000 ,2510,25102016,25102000, 1.4208 , 107.6720 
FR0010415331, 0.03750 ,2504,25042017,03012007, 2.9406 , 98.1568 
FR0010517417, 0.04250 ,2510,25102017,05092006, 1.2077 , 101.7361 
FR0000189151, 0.04250 ,2504,25042019,22052003, 3.3327 , 101.3230 
FR0000570921, 0.08500 ,2510,25102019,25011989, 2.4153 , 140.1970 
FR0010192997, 0.03750 ,2504,25042021,03052005, 2.9406 , 95.2558 
FR0000571044, 0.08250 ,2504,25042022,22011992, 6.4693 , 142.0200 
FR0000571085, 0.08500 ,2504,25042023,27011992, 6.6653 , 146.2551 
FR0010466938, 0.04250 ,2510,25102023,03052007, 1.2077 , 99.1303 
FR0000571150, 0.06000 ,2510,25102025,03021994, 1.7049 , 119.8858 
FR0000571218, 0.05500 ,2504,25042029,25041997, 4.3128 , 113.9819 
FR0000187635, 0.05750 ,2510,25102032,30052001, 1.6339 , 118.5168 
FR0010070060, 0.04750 ,2504,25042035,25042003, 3.7247 , 103.8392 
FR0010371401, 0.04000 ,2510,25102038,07092006, 1.1366 , 91.8511 
FR0010171975, 0.04000 ,2504,25042055,28022005, 3.1366 , 91.0717 
