ISIN, COUPONRATE ,COUPONDATE,MATURITYDATE,ISSUEDATE, ACCRUED , PRICE ,TODAY
FR0108197569, 0.02750 ,1203,12032008,08112005, 2.4419 , 99.8700 ,30012008
FR0000570632, 0.05250 ,2504,25042008,08011998, 4.0881 , 100.2100 ,
FR0105760112, 0.03000 ,1207,12072008,23062003, 1.6639 , 99.5700 ,
FR0109136137, 0.03500 ,1209,12092008,19072006, 1.3484 , 99.7800 ,
FR0000570665, 0.08500 ,2510,25102008,25101991, 2.3689 , 103.1700 ,
FR0106589437, 0.03500 ,1201,12012009,12012004, 0.1817 , 99.7597 ,
FR0000571432, 0.04000 ,2504,25042009,08101998, 3.1148 , 100.3658 ,
FR0106841887, 0.03500 ,1207,12072009,17062004, 1.9413 , 99.7696 ,
FR0110979178, 0.04000 ,1209,12092009,10042007, 1.5410 , 100.5763 ,
FR0000186199, 0.04000 ,2510,25102009,12051999, 1.1148 , 100.6806 ,
FR0107369672, 0.03000 ,1201,12012010,12012004, 0.1557 , 98.9412 ,
FR0000186603, 0.05500 ,2504,25042010,03022000, 4.2828 , 104.0486 ,
FR0107674006, 0.02500 ,1207,12072010,13062005, 1.3866 , 97.5096 ,
FR0000187023, 0.05500 ,2510,25102010,12092000, 1.5328 , 104.8436 ,
FR0108354806, 0.03000 ,1201,12012011,12012006, 0.1557 , 98.3162 ,
FR0000570731, 0.06500 ,2504,25042011,22011996, 5.0615 , 108.5274 
FR0108847049, 0.03500 ,1207,12072011,12072005, 1.9413 , 99.5293 
FR0000187874, 0.05000 ,2510,25102011,11092001, 1.3934 , 104.5316 
FR0109970386, 0.03750 ,1201,12012012,12012007, 0.1947 , 100.2015 
FR0000188328, 0.05000 ,2504,25042012,14022002, 3.8934 , 104.9492 
FR0110979186, 0.04500 ,1207,12072012,08062007, 2.4959 , 103.1075 
FR0000188690, 0.04750 ,2510,25102012,05092002, 1.3238 , 104.2492 
FR0000570780, 0.08500 ,2612,26122012,26011987, 0.9290 , 120.8622 
FR0000188989, 0.04000 ,2504,25042013,11032003, 3.1148 , 101.0052 
FR0010011130, 0.04000 ,2510,25102013,13082003, 1.1148 , 100.9579 
FR0010061242, 0.04000 ,2504,25042014,25042003, 3.1148 , 100.8505 
FR0010112052, 0.04000 ,2510,25102014,09022004, 1.1148 , 100.6596 
FR0010163543, 0.03500 ,2504,25042015,03022005, 2.7254 , 97.3235 
FR0010216481, 0.03000 ,2510,25102015,12072005, 0.8361 , 93.6590 
FR0010288357, 0.03250 ,2504,25042016,06022006, 2.5307 , 94.6191 
FR0000187361, 0.05000 ,2510,25102016,25102000, 1.3934 , 106.8155 
FR0010415331, 0.03750 ,2504,25042017,03012007, 2.9201 , 97.3288 
FR0010517417, 0.04250 ,2510,25102017,05092006, 1.1844 , 100.8586 
FR0000189151, 0.04250 ,2504,25042019,22052003, 3.3094 , 100.3661 
FR0000570921, 0.08500 ,2510,25102019,25011989, 2.3689 , 139.0230 
FR0010192997, 0.03750 ,2504,25042021,03052005, 2.9201 , 94.2033 
FR0000571044, 0.08250 ,2504,25042022,22011992, 6.4242 , 142.0200 
FR0000571085, 0.08500 ,2504,25042023,27011992, 6.6189 , 144.7192 
FR0010466938, 0.04250 ,2510,25102023,03052007, 1.1844 , 97.8742 
FR0000571150, 0.06000 ,2510,25102025,03021994, 1.6721 , 118.3963 
FR0000571218, 0.05500 ,2504,25042029,25041997, 4.2828 , 112.3013 
FR0000187635, 0.05750 ,2510,25102032,30052001, 1.6025 , 116.6723 
FR0010070060, 0.04750 ,2504,25042035,25042003, 3.6988 , 102.1022 
FR0010371401, 0.04000 ,2510,25102038,07092006, 1.1148 , 90.0795 
FR0010171975, 0.04000 ,2504,25042055,28022005, 3.1148 , 88.9693 
